data,sistema,volume_porcentagem,volume_variacao,volume_operacional,pluviometria_dia,pluviometria_mensal,pluviometria_hist
2014-09-21,Guarapiranga,53,4,0,0,91,43007
2014-09-21,Cotia,35,4,0,0,5,84293
2014-09-21,Rio Grande,77,7,0,2,87,19914
2014-09-21,Rio Claro,65,5,0,8,8,94898
2014-09-20,Cantareira,-10,4,0,2,-101,82976
2014-09-20,Alto Tietê,12,7,0,2,66,30779
2014-09-20,Guarapiranga,53,4,0,0,91,43007
2014-09-20,Cotia,35,4,0,1,5,84293
2014-09-20,Rio Grande,77,9,0,1,87,36326
2014-09-20,Rio Claro,66,3,0,8,9,6498
2014-09-19,Cantareira,-10,2,0,2,-100,16937
2014-09-19,Alto Tietê,12,9,0,2,67,7604
2014-09-19,Guarapiranga,53,4,0,3,91,43007
2014-09-19,Cotia,35,3,0,2,5,82213
2014-09-19,Rio Grande,78,0,0,3,87,52755
2014-09-19,Rio Claro,67,1,-1,1,9,16738
2014-09-18,Cantareira,-10,0,0,2,-98,35612
2014-09-18,Alto Tietê,13,1,0,1,67,98903
2014-09-18,Guarapiranga,53,7,0,4,91,98941
2014-09-18,Cotia,35,5,0,4,5,86376
2014-09-18,Rio Grande,78,3,0,3,87,85669
2014-09-18,Rio Claro,68,2,0,7,9,31514
2014-09-17,Cantareira,-9,8,0,1,-96,68443
2014-09-17,Alto Tietê,13,2,0,1,68,64960
2014-09-17,Guarapiranga,54,1,0,3,92,59657
2014-09-17,Cotia,35,9,0,3,5,92651
2014-09-17,Rio Grande,78,6,0,3,88,18655
2014-09-17,Rio Claro,68,9,0,6,9,41961
2014-09-16,Cantareira,-9,7,0,2,-95,9783
2014-09-16,Alto Tietê,13,3,0,2,69,50755
2014-09-16,Guarapiranga,54,4,0,2,93,6447
2014-09-16,Cotia,36,2,0,2,5,96854
2014-09-16,Rio Grande,78,9,0,2,88,51713
2014-09-16,Rio Claro,69,5,0,7,9,49475
2014-09-15,Cantareira,-9,5,0,1,-93,39215
2014-09-15,Alto Tietê,13,5,0,2,70,49720
2014-09-15,Guarapiranga,54,6,0,4,93,53311
2014-09-15,Cotia,36,4,0,3,6,1074
2014-09-15,Rio Grande,79,1,0,0,88,68270
2014-09-15,Rio Claro,70,2,0,8,9,60070
2014-09-14,Cantareira,-9,4,0,2,-91,89132
2014-09-14,Alto Tietê,13,7,0,2,71,45908
2014-09-14,Guarapiranga,55,0,0,3,94,11993
2014-09-14,Cotia,36,7,0,2,6,5308
2014-09-14,Rio Grande,79,1,0,1,88,68270
2014-09-14,Rio Claro,71,0,0,8,9,70751
2014-09-13,Cantareira,-9,2,0,2,-90,26569
2014-09-13,Alto Tietê,13,9,0,2,72,45377
2014-09-13,Guarapiranga,55,3,0,3,94,59021
2014-09-13,Cotia,36,9,0,4,6,9559
2014-09-13,Rio Grande,79,2,0,1,88,84845
2014-09-13,Rio Claro,71,8,0,8,9,81519
2014-09-12,Cantareira,-9,0,0,1,-88,73414
2014-09-12,Alto Tietê,14,1,0,2,73,32203
2014-09-12,Guarapiranga,55,6,0,3,95,17907
2014-09-12,Cotia,37,3,0,3,6,14681
2014-09-12,Rio Grande,79,3,0,3,89,1437
2014-09-12,Rio Claro,72,6,0,7,9,92374
2014-09-11,Cantareira,-8,9,0,2,-87,27922
2014-09-11,Alto Tietê,14,3,0,1,74,21998
2014-09-11,Guarapiranga,55,9,0,4,95,74544
2014-09-11,Cotia,37,6,0,3,6,20256
2014-09-11,Rio Grande,79,6,0,2,89,34678
2014-09-11,Rio Claro,73,3,0,7,10,1749
2014-09-10,Cantareira,-8,7,0,1,-85,92648
2014-09-10,Alto Tietê,14,4,0,2,75,9164
2014-09-10,Guarapiranga,56,3,0,3,96,36017
2014-09-10,Cotia,37,9,0,1,6,24563
2014-09-10,Rio Grande,79,8,0,3,89,51325
2014-09-10,Rio Claro,74,0,0,8,10,11188
2014-09-09,Cantareira,-8,6,0,1,-84,63801
2014-09-09,Alto Tietê,14,6,0,1,75,90862
2014-09-09,Guarapiranga,56,6,0,1,96,83386
2014-09-09,Cotia,38,0,0,0,6,26723
2014-09-09,Rio Grande,80,1,0,2,89,84675
2014-09-09,Rio Claro,74,8,0,8,10,22283
2014-09-08,Cantareira,-8,5,0,1,-83,30391
2014-09-08,Alto Tietê,14,7,0,2,76,71756
2014-09-08,Guarapiranga,56,7,0,3,97,7097
2014-09-08,Cotia,38,0,0,3,6,26723
2014-09-08,Rio Grande,79,9,0,3,89,67991
2014-09-08,Rio Claro,75,6,0,6,10,33467
2014-09-07,Cantareira,-8,4,0,2,-82,1872
2014-09-07,Alto Tietê,14,9,0,1,77,44827
2014-09-07,Guarapiranga,57,0,0,1,97,54573
2014-09-07,Cotia,38,3,0,1,6,31054
2014-09-07,Rio Grande,80,2,0,2,90,1377
2014-09-07,Rio Claro,76,2,0,5,10,41511
2014-09-06,Cantareira,-8,2,0,1,-80,79092
2014-09-06,Alto Tietê,15,0,0,1,78,8663
2014-09-06,Guarapiranga,57,1,0,2,97,78336
2014-09-06,Cotia,38,4,0,1,6,33225
2014-09-06,Rio Grande,80,4,0,0,90,18097
2014-09-06,Rio Claro,76,7,0,3,10,47978
2014-09-05,Cantareira,-8,1,0,1,-79,73391
2014-09-05,Alto Tietê,15,1,0,0,78,41437
2014-09-05,Guarapiranga,57,3,0,1,98,2118
2014-09-05,Cotia,38,3,0,0,6,31054
2014-09-05,Rio Grande,80,4,0,0,90,18097
2014-09-05,Rio Claro,76,4,0,5,10,44741
2014-09-04,Cantareira,-8,0,0,1,-78,60621
2014-09-04,Alto Tietê,15,1,0,1,78,46262
2014-09-04,Guarapiranga,57,4,0,1,98,25917
2014-09-04,Cotia,38,3,0,2,6,31054
2014-09-04,Rio Grande,80,4,0,2,90,18097
2014-09-04,Rio Claro,75,9,1,1,10,36679
2014-09-03,Cantareira,-7,9,0,0,-77,85681
2014-09-03,Alto Tietê,15,2,0,1,79,1650
2014-09-03,Guarapiranga,57,3,0,2,98,2118
2014-09-03,Cotia,38,1,0,2,6,28886
2014-09-03,Rio Grande,80,2,0,3,90,1377
2014-09-03,Rio Claro,74,8,1,3,10,22283
2014-09-02,Cantareira,-7,9,0,1,-77,29622
2014-09-02,Alto Tietê,15,3,0,1,79,51937
2014-09-02,Guarapiranga,57,1,0,3,97,78336
2014-09-02,Cotia,37,9,0,0,6,24563
2014-09-02,Rio Grande,79,9,0,3,89,67991
2014-09-02,Rio Claro,73,5,0,7,10,4888
2014-09-01,Cantareira,-7,8,0,2,-76,13988
2014-09-01,Alto Tietê,15,4,0,2,80,29043
2014-09-01,Guarapiranga,57,4,0,1,98,25917
2014-09-01,Cotia,37,9,0,1,6,24563
2014-09-01,Rio Grande,80,2,0,2,90,1377
2014-09-01,Rio Claro,74,2,0,7,10,14349
2014-08-31,Cantareira,-7,6,0,1,-74,78503
2014-08-31,Alto Tietê,15,6,0,2,81,12345
2014-08-31,Guarapiranga,57,3,0,2,98,2118
2014-08-31,Cotia,38,0,0,3,6,26723
2014-08-31,Rio Grande,80,4,0,1,90,18097
2014-08-31,Rio Claro,74,9,0,8,10,23876
2014-08-30,Cantareira,-7,5,0,2,-73,17460
2014-08-30,Alto Tietê,15,8,0,2,82,29579
2014-08-30,Guarapiranga,57,5,0,5,98,49733
2014-08-30,Cotia,38,3,0,2,6,31054
2014-08-30,Rio Grande,80,5,0,3,90,34836
2014-08-30,Rio Claro,75,7,0,7,10,35072
2014-08-29,Cantareira,-7,3,0,1,-71,70407
2014-08-29,Alto Tietê,16,0,0,2,83,43592
2014-08-29,Guarapiranga,58,0,0,2,99,21287
2014-08-29,Cotia,38,5,0,1,6,35401
2014-08-29,Rio Grande,80,8,0,2,90,68368
2014-08-29,Rio Claro,76,4,0,6,10,44741
2014-08-28,Cantareira,-7,2,0,2,-70,36706
2014-08-28,Alto Tietê,16,2,0,2,84,39139
2014-08-28,Guarapiranga,58,2,0,3,99,69075
2014-08-28,Cotia,38,6,0,2,6,37580
2014-08-28,Rio Grande,81,0,0,1,90,85162
2014-08-28,Rio Claro,77,0,0,9,10,52848
2014-08-27,Cantareira,-7,0,0,1,-68,90746
2014-08-27,Alto Tietê,16,4,0,2,85,29581
2014-08-27,Guarapiranga,58,5,0,3,100,16933
2014-08-27,Cotia,38,8,0,0,6,39764
2014-08-27,Rio Grande,81,1,0,3,91,1974
2014-08-27,Rio Claro,77,9,0,7,10,64276
2014-08-26,Cantareira,-6,9,0,2,-67,70213
2014-08-26,Alto Tietê,16,6,0,1,86,22060
2014-08-26,Guarapiranga,58,8,0,3,100,64858
2014-08-26,Cotia,38,8,0,2,6,39764
2014-08-26,Rio Grande,81,4,0,3,91,35653
2014-08-26,Rio Claro,78,6,0,8,10,74144
2014-08-25,Cantareira,-6,7,0,1,-65,95650
2014-08-25,Alto Tietê,16,7,0,2,87,7928
2014-08-25,Guarapiranga,59,1,0,4,101,12852
2014-08-25,Cotia,39,0,0,3,6,44143
2014-08-25,Rio Grande,81,7,0,3,91,69406
2014-08-25,Rio Claro,79,4,0,8,10,85740
2014-08-24,Cantareira,-6,6,0,2,-64,54205
2014-08-24,Alto Tietê,16,9,0,2,87,95496
2014-08-24,Guarapiranga,59,5,0,3,101,84969
2014-08-24,Cotia,39,3,0,3,6,48538
2014-08-24,Rio Grande,82,0,0,3,92,3232
2014-08-24,Rio Claro,80,2,0,5,10,95752
2014-08-23,Cantareira,-6,4,0,1,-63,9944
2014-08-23,Alto Tietê,17,1,0,2,88,90771
2014-08-23,Guarapiranga,59,8,0,3,102,33131
2014-08-23,Cotia,39,6,0,1,6,52950
2014-08-23,Rio Grande,82,3,0,3,92,37132
2014-08-23,Rio Claro,80,7,0,6,11,2465
2014-08-22,Cantareira,-6,3,0,2,-61,55468
2014-08-22,Alto Tietê,17,3,0,2,89,92250
2014-08-22,Guarapiranga,60,1,0,2,102,81359
2014-08-22,Cotia,39,7,0,1,6,55162
2014-08-22,Rio Grande,82,6,0,3,92,71105
2014-08-22,Rio Claro,81,3,0,6,11,10897
2014-08-21,Cantareira,-6,1,0,1,-60,10191
2014-08-21,Alto Tietê,17,5,0,2,90,95420
2014-08-21,Guarapiranga,60,3,0,3,103,29654
2014-08-21,Cotia,39,8,0,2,6,57378
2014-08-21,Rio Grande,82,9,0,4,93,5153
2014-08-21,Rio Claro,81,9,0,6,11,19377
2014-08-20,Cantareira,-6,0,0,2,-58,60476
2014-08-20,Alto Tietê,17,7,0,1,92,4407
2014-08-20,Guarapiranga,60,6,0,3,103,78015
2014-08-20,Cotia,40,0,0,1,6,59598
2014-08-20,Rio Grande,83,3,0,1,93,39274
2014-08-20,Rio Claro,82,5,0,5,11,27904
2014-08-19,Cantareira,-5,8,0,1,-57,29883
2014-08-19,Alto Tietê,17,8,0,1,92,79570
2014-08-19,Guarapiranga,60,9,0,1,104,26441
2014-08-19,Cotia,40,1,0,2,6,61822
2014-08-19,Rio Grande,83,4,0,3,93,56363
2014-08-19,Rio Claro,83,0,0,8,11,34760
2014-08-18,Cantareira,-5,7,0,1,-56,70
2014-08-18,Alto Tietê,17,9,0,1,93,31670
2014-08-18,Guarapiranga,61,0,0,2,104,50679
2014-08-18,Cotia,40,3,0,1,6,64050
2014-08-18,Rio Grande,83,7,0,2,93,90595
2014-08-18,Rio Claro,83,8,0,9,11,45101
2014-08-17,Cantareira,-5,6,0,1,-54,88358
2014-08-17,Alto Tietê,18,0,0,1,93,91221
2014-08-17,Guarapiranga,61,2,0,0,104,74932
2014-08-17,Cotia,40,4,0,1,6,66282
2014-08-17,Rio Grande,83,9,0,0,94,7740
2014-08-17,Rio Claro,84,7,0,2,11,57252
2014-08-16,Cantareira,-5,5,0,1,-54,20363
2014-08-16,Alto Tietê,18,1,0,1,94,35846
2014-08-16,Guarapiranga,61,2,0,0,104,74932
2014-08-16,Cotia,40,5,0,0,6,68518
2014-08-16,Rio Grande,83,9,0,2,94,7740
2014-08-16,Rio Claro,84,5,0,1,11,55510
2014-08-15,Cantareira,-5,4,0,1,-52,82568
2014-08-15,Alto Tietê,18,2,0,1,94,97008
2014-08-15,Guarapiranga,61,2,0,1,104,74932
2014-08-15,Cotia,40,5,0,2,6,68518
2014-08-15,Rio Grande,83,7,0,3,93,90595
2014-08-15,Rio Claro,84,4,0,1,11,53770
2014-08-14,Cantareira,-5,3,0,2,-51,73161
2014-08-14,Alto Tietê,18,3,0,1,95,40967
2014-08-14,Guarapiranga,61,3,0,3,104,99202
2014-08-14,Cotia,40,3,0,5,6,64050
2014-08-14,Rio Grande,83,4,0,8,93,56363
2014-08-14,Rio Claro,84,3,4,0,11,52033
2014-08-13,Cantareira,-5,1,0,1,-50,48259
2014-08-13,Alto Tietê,18,4,0,2,96,5306
2014-08-13,Guarapiranga,61,0,0,3,104,50679
2014-08-13,Cotia,39,8,0,3,6,57378
2014-08-13,Rio Grande,82,6,0,3,92,71105
2014-08-13,Rio Claro,80,3,0,9,10,97428
2014-08-12,Cantareira,-5,0,0,2,-48,91303
2014-08-12,Alto Tietê,18,6,0,2,97,137
2014-08-12,Guarapiranga,61,3,0,3,104,99202
2014-08-12,Cotia,40,1,0,3,6,61822
2014-08-12,Rio Grande,82,9,0,2,93,5153
2014-08-12,Rio Claro,81,2,0,7,11,9207
2014-08-11,Cantareira,-4,8,0,1,-47,42781
2014-08-11,Alto Tietê,18,8,0,1,97,81733
2014-08-11,Guarapiranga,61,6,0,3,105,47791
2014-08-11,Cotia,40,4,0,1,6,66282
2014-08-11,Rio Grande,83,1,0,3,93,22204
2014-08-11,Rio Claro,81,9,0,8,11,19377
2014-08-10,Cantareira,-4,7,0,2,-45,88656
2014-08-10,Alto Tietê,18,9,0,2,98,60730
2014-08-10,Guarapiranga,61,9,0,3,105,96443
2014-08-10,Cotia,40,5,0,2,6,68518
2014-08-10,Rio Grande,83,4,0,2,93,56363
2014-08-10,Rio Claro,82,7,0,3,11,29615
2014-08-09,Cantareira,-4,5,0,1,-44,29345
2014-08-09,Alto Tietê,19,1,0,2,99,52125
2014-08-09,Guarapiranga,62,2,0,4,106,45160
2014-08-09,Cotia,40,7,0,2,6,70758
2014-08-09,Rio Grande,83,6,0,1,93,73470
2014-08-09,Rio Claro,83,0,0,3,11,34760
2014-08-08,Cantareira,-4,4,0,2,-42,72752
2014-08-08,Alto Tietê,19,3,0,1,100,34468
2014-08-08,Guarapiranga,62,6,0,3,107,18353
2014-08-08,Cotia,40,9,0,3,6,75251
2014-08-08,Rio Grande,83,7,0,3,93,90595
2014-08-08,Rio Claro,82,7,0,5,11,29615
2014-08-07,Cantareira,-4,2,0,2,-40,99962
2014-08-07,Alto Tietê,19,4,0,2,101,17709
2014-08-07,Guarapiranga,62,9,0,3,107,67228
2014-08-07,Cotia,41,2,0,3,6,79760
2014-08-07,Rio Grande,84,0,0,3,94,24902
2014-08-07,Rio Claro,83,2,0,2,11,36479
2014-08-06,Cantareira,-4,0,0,1,-39,36572
2014-08-06,Alto Tietê,19,6,0,2,102,7711
2014-08-06,Guarapiranga,63,2,0,4,108,16164
2014-08-06,Cotia,41,5,0,3,6,84285
2014-08-06,Rio Grande,84,3,0,3,94,59284
2014-08-06,Rio Claro,83,0,0,6,11,34760
2014-08-05,Cantareira,-3,9,0,2,-37,95960
2014-08-05,Alto Tietê,19,8,0,2,102,93475
2014-08-05,Guarapiranga,63,6,0,3,108,89686
2014-08-05,Cotia,41,8,0,2,6,88827
2014-08-05,Rio Grande,84,6,0,3,94,93739
2014-08-05,Rio Claro,82,4,2,3,11,26195
2014-08-04,Cantareira,-3,7,0,1,-36,47923
2014-08-04,Alto Tietê,20,0,0,2,104,861
2014-08-04,Guarapiranga,63,9,0,3,109,38777
2014-08-04,Cotia,42,0,0,3,6,93385
2014-08-04,Rio Grande,84,9,0,3,95,28270
2014-08-04,Rio Claro,80,1,0,7,10,94079
2014-08-03,Cantareira,-3,6,0,2,-35,22979
2014-08-03,Alto Tietê,20,2,0,3,105,4234
2014-08-03,Guarapiranga,64,2,0,3,109,87929
2014-08-03,Cotia,42,3,0,1,6,97960
2014-08-03,Rio Grande,85,2,0,2,95,62875
2014-08-03,Rio Claro,80,8,0,7,11,4147
2014-08-02,Cantareira,-3,4,0,1,-33,81204
2014-08-02,Alto Tietê,20,5,0,2,106,49718
2014-08-02,Guarapiranga,64,5,0,3,110,37142
2014-08-02,Cotia,42,4,0,5,7,253
2014-08-02,Rio Grande,85,4,0,3,95,80205
2014-08-02,Rio Claro,81,5,0,9,11,14284
2014-08-01,Cantareira,-3,3,0,1,-32,43035
2014-08-01,Alto Tietê,20,7,0,1,107,69223
2014-08-01,Guarapiranga,64,8,0,2,110,86416
2014-08-01,Cotia,42,9,0,1,7,7158
2014-08-01,Rio Grande,85,7,0,3,96,14923
2014-08-01,Rio Claro,82,4,0,6,11,26195
2014-07-31,Cantareira,-3,2,0,2,-30,97691
2014-07-31,Alto Tietê,20,8,0,2,108,23929
2014-07-31,Guarapiranga,65,0,0,3,111,35749
2014-07-31,Cotia,43,0,0,1,7,9468
2014-07-31,Rio Grande,86,0,0,2,96,49715
2014-07-31,Rio Claro,83,0,0,5,11,34760
2014-07-30,Cantareira,-3,0,0,1,-29,64560
2014-07-30,Alto Tietê,21,0,0,2,109,26896
2014-07-30,Guarapiranga,65,3,0,3,111,85142
2014-07-30,Cotia,43,1,0,0,7,11782
2014-07-30,Rio Grande,86,2,0,0,96,67139
2014-07-30,Rio Claro,83,5,0,3,11,41646
2014-07-29,Cantareira,-2,9,0,1,-28,46724
2014-07-29,Alto Tietê,21,2,0,1,110,31719
2014-07-29,Guarapiranga,65,6,0,3,112,34593
2014-07-29,Cotia,43,1,0,0,7,11782
2014-07-29,Rio Grande,86,2,0,1,96,67139
2014-07-29,Rio Claro,83,8,0,2,11,45101
2014-07-28,Cantareira,-2,8,0,2,-27,5350
2014-07-28,Alto Tietê,21,3,0,2,111,16370
2014-07-28,Guarapiranga,65,9,0,2,112,84104
2014-07-28,Cotia,43,1,0,0,7,11782
2014-07-28,Rio Grande,86,3,0,2,96,84582
2014-07-28,Rio Claro,84,0,0,2,11,48563
2014-07-27,Cantareira,-2,6,0,1,-25,91391
2014-07-27,Alto Tietê,21,5,0,1,111,85427
2014-07-27,Guarapiranga,66,1,0,1,113,8881
2014-07-27,Cotia,43,1,0,0,7,11782
2014-07-27,Rio Grande,86,5,0,3,97,2044
2014-07-27,Rio Claro,84,2,0,3,11,50297
2014-07-26,Cantareira,-2,5,0,1,-24,38342
2014-07-26,Alto Tietê,21,6,0,1,112,26295
2014-07-26,Guarapiranga,66,2,0,3,113,33673
2014-07-26,Cotia,43,1,0,0,7,11782
2014-07-26,Rio Grande,86,8,0,3,97,37024
2014-07-26,Rio Claro,84,5,0,0,11,55510
2014-07-25,Cantareira,-2,4,0,2,-23,9988
2014-07-25,Alto Tietê,21,7,0,1,112,92918
2014-07-25,Guarapiranga,66,5,0,3,113,83299
2014-07-25,Cotia,43,1,0,2,7,11782
2014-07-25,Rio Grande,87,1,0,2,97,72080
2014-07-25,Rio Claro,84,5,0,8,11,55510
2014-07-24,Cantareira,-2,2,0,2,-21,41988
2014-07-24,Alto Tietê,21,8,0,2,113,60257
2014-07-24,Guarapiranga,66,8,0,3,114,32983
2014-07-24,Cotia,43,3,0,4,7,14100
2014-07-24,Rio Grande,87,3,0,3,97,89636
2014-07-24,Rio Claro,85,3,0,5,11,65988
2014-07-23,Cantareira,-2,0,0,2,-19,53344
2014-07-23,Alto Tietê,22,0,0,2,114,44275
2014-07-23,Guarapiranga,67,1,0,3,114,82725
2014-07-23,Cotia,43,7,0,2,7,21079
2014-07-23,Rio Grande,87,6,0,3,98,24804
2014-07-23,Rio Claro,85,8,0,8,11,73012
2014-07-22,Cantareira,-1,8,0,2,-17,78345
2014-07-22,Alto Tietê,22,2,0,2,115,48469
2014-07-22,Guarapiranga,67,4,0,3,115,32522
2014-07-22,Cotia,43,9,0,4,7,23414
2014-07-22,Rio Grande,87,9,0,3,98,60048
2014-07-22,Rio Claro,86,6,0,8,11,83606
2014-07-21,Cantareira,-1,6,0,1,-15,79715
2014-07-21,Alto Tietê,22,4,0,2,116,58754
2014-07-21,Guarapiranga,67,7,0,2,115,82376
2014-07-21,Cotia,44,3,0,1,7,30442
2014-07-21,Rio Grande,88,2,0,2,98,95368
2014-07-21,Rio Claro,87,4,0,6,11,94269
2014-07-20,Cantareira,-1,5,0,2,-14,26645
2014-07-20,Alto Tietê,22,6,0,2,117,59618
2014-07-20,Guarapiranga,67,9,0,3,116,32286
2014-07-20,Cotia,44,4,0,3,7,32794
2014-07-20,Rio Grande,88,4,0,3,99,13057
2014-07-20,Rio Claro,88,0,0,7,12,3209
2014-07-19,Cantareira,-1,3,0,2,-12,36669
2014-07-19,Alto Tietê,22,8,0,2,118,82974
2014-07-19,Guarapiranga,68,2,0,3,116,82252
2014-07-19,Cotia,44,7,0,0,7,37508
2014-07-19,Rio Grande,88,7,0,3,99,48490
2014-07-19,Rio Claro,88,7,0,4,12,12197
2014-07-18,Cantareira,-1,1,0,2,-10,80202
2014-07-18,Alto Tietê,23,0,0,2,119,96959
2014-07-18,Guarapiranga,68,5,0,3,117,32272
2014-07-18,Cotia,44,7,0,1,7,37508
2014-07-18,Rio Grande,89,0,0,3,99,84000
2014-07-18,Rio Claro,89,1,0,7,12,17614
2014-07-17,Cantareira,0,9,0,2,-9,6767
2014-07-17,Alto Tietê,23,2,0,2,120,85309
2014-07-17,Guarapiranga,68,8,0,3,117,82347
2014-07-17,Cotia,44,8,0,2,7,39872
2014-07-17,Rio Grande,89,3,0,2,100,19586
2014-07-17,Rio Claro,89,8,0,2,12,26680
2014-07-16,Cantareira,0,7,0,1,-7,35640
2014-07-16,Alto Tietê,23,4,0,1,121,62845
2014-07-16,Guarapiranga,69,1,0,2,118,32476
2014-07-16,Cotia,45,0,0,3,7,42240
2014-07-16,Rio Grande,89,5,0,3,100,37407
2014-07-16,Rio Claro,90,0,0,8,12,30321
2014-07-15,Cantareira,0,6,0,2,-5,50422
2014-07-15,Alto Tietê,23,5,0,1,122,15397
2014-07-15,Guarapiranga,69,3,0,0,118,57560
2014-07-15,Cotia,45,3,0,1,7,46988
2014-07-15,Rio Grande,89,8,0,0,100,73107
2014-07-15,Rio Claro,90,8,0,7,12,41289
2014-07-14,Cantareira,0,4,0,1,-4,17113
2014-07-14,Alto Tietê,23,6,0,2,123,12566
2014-07-14,Guarapiranga,69,3,0,0,118,57560
2014-07-14,Cotia,45,4,0,2,7,49368
2014-07-14,Rio Grande,89,8,0,0,100,73107
2014-07-14,Rio Claro,91,5,0,5,12,50484
2014-07-13,Cantareira,0,3,0,2,-2,56622
2014-07-13,Alto Tietê,23,8,0,1,123,94552
2014-07-13,Guarapiranga,69,3,0,2,118,57560
2014-07-13,Cotia,45,6,0,0,7,51753
2014-07-13,Rio Grande,89,8,0,2,100,73107
2014-07-13,Rio Claro,92,0,0,6,12,57875
2014-07-12,Cantareira,0,1,0,1,-1,23213
2014-07-12,Alto Tietê,23,9,0,1,124,64999
2014-07-12,Guarapiranga,69,1,0,0,118,32476
2014-07-12,Cotia,45,6,0,0,7,51753
2014-07-12,Rio Grande,90,0,0,1,100,90986
2014-07-12,Rio Claro,92,6,0,3,12,65298
2014-07-11,Cantareira,0,0,0,1,0,4755
2014-07-11,Alto Tietê,24,0,0,1,125,3159
2014-07-11,Guarapiranga,69,1,0,1,118,32476
2014-07-11,Cotia,45,6,0,3,7,51753
2014-07-11,Rio Grande,90,1,0,1,101,8883
2014-07-11,Rio Claro,92,9,0,5,12,69021
2014-07-10,Cantareira,0,1,0,1,1,11212
2014-07-10,Alto Tietê,24,1,0,1,125,57013
2014-07-10,Guarapiranga,69,0,0,1,118,7404
2014-07-10,Cotia,45,3,0,2,7,46988
2014-07-10,Rio Grande,90,0,0,0,100,90986
2014-07-10,Rio Claro,93,4,0,1,12,76492
2014-07-09,Cantareira,0,2,0,2,2,44068
2014-07-09,Alto Tietê,24,2,0,2,126,18807
2014-07-09,Guarapiranga,69,1,0,3,118,32476
2014-07-09,Cotia,45,1,0,1,7,44612
2014-07-09,Rio Grande,90,0,0,1,100,90986
2014-07-09,Rio Claro,93,5,0,7,12,78365
2014-07-08,Cantareira,0,4,0,2,3,94079
2014-07-08,Alto Tietê,24,4,0,1,126,98369
2014-07-08,Guarapiranga,69,4,0,3,118,82658
2014-07-08,Cotia,45,0,0,0,7,42240
2014-07-08,Rio Grande,90,1,0,1,101,8883
2014-07-08,Rio Claro,94,2,0,6,12,87759
2014-07-07,Cantareira,0,6,0,2,5,95643
2014-07-07,Alto Tietê,24,5,0,3,127,69696
2014-07-07,Guarapiranga,69,7,0,3,119,32894
2014-07-07,Cotia,45,0,0,3,7,42240
2014-07-07,Rio Grande,90,0,0,1,100,90986
2014-07-07,Rio Claro,94,8,0,7,12,95309
2014-07-06,Cantareira,0,8,0,2,7,82896
2014-07-06,Alto Tietê,24,8,0,2,128,91801
2014-07-06,Guarapiranga,70,0,0,3,119,83183
2014-07-06,Cotia,45,3,0,3,7,46988
2014-07-06,Rio Grande,90,1,0,3,101,8883
2014-07-06,Rio Claro,95,5,0,7,13,4793
2014-07-05,Cantareira,1,0,0,2,9,84899
2014-07-05,Alto Tietê,25,0,0,1,129,93643
2014-07-05,Guarapiranga,70,3,0,3,120,33524
2014-07-05,Cotia,45,6,0,3,7,51753
2014-07-05,Rio Grande,90,4,0,4,101,44736
2014-07-05,Rio Claro,96,2,0,7,13,14328
2014-07-04,Cantareira,1,2,0,2,11,82959
2014-07-04,Alto Tietê,25,1,0,2,130,82764
2014-07-04,Guarapiranga,70,6,0,3,120,83918
2014-07-04,Cotia,45,9,0,2,7,56534
2014-07-04,Rio Grande,90,8,0,3,101,80666
2014-07-04,Rio Claro,96,9,0,5,13,23912
2014-07-03,Cantareira,1,4,0,2,13,67561
2014-07-03,Alto Tietê,25,3,0,2,131,75300
2014-07-03,Guarapiranga,70,9,0,3,121,34363
2014-07-03,Cotia,46,1,0,3,7,61332
2014-07-03,Rio Grande,91,1,0,3,102,16672
2014-07-03,Rio Claro,97,4,0,6,13,31617
2014-07-02,Cantareira,1,6,0,2,15,65649
2014-07-02,Alto Tietê,25,5,0,2,132,92452
2014-07-02,Guarapiranga,71,2,0,3,121,84859
2014-07-02,Cotia,46,4,0,2,7,66147
2014-07-02,Rio Grande,91,4,0,3,102,52755
2014-07-02,Rio Claro,98,0,0,6,13,39354
2014-07-01,Cantareira,1,8,0,2,17,61652
2014-07-01,Alto Tietê,25,7,0,3,133,76773
2014-07-01,Guarapiranga,71,5,0,3,122,35405
2014-07-01,Cotia,46,6,0,1,7,68561
2014-07-01,Rio Grande,91,7,0,3,102,88914
2014-07-01,Rio Claro,98,6,0,4,13,47123
2014-06-30,Cantareira,2,0,0,2,19,63086
2014-06-30,Alto Tietê,26,0,0,2,135,22723
2014-06-30,Guarapiranga,71,8,0,3,122,86002
2014-06-30,Cotia,46,7,0,3,7,70979
2014-06-30,Rio Grande,92,0,0,4,103,25151
2014-06-30,Rio Claro,99,0,0,4,13,52972
2014-06-29,Cantareira,2,2,0,2,21,32883
2014-06-29,Alto Tietê,26,2,0,2,136,32024
2014-06-29,Guarapiranga,72,1,0,3,123,36649
2014-06-29,Cotia,47,0,0,2,7,75827
2014-06-29,Rio Grande,92,4,0,1,103,61465
2014-06-29,Rio Claro,99,4,0,6,13,58839
2014-06-28,Cantareira,2,4,0,2,23,9564
2014-06-28,Alto Tietê,26,4,0,2,137,29368
2014-06-28,Guarapiranga,72,4,0,1,123,87345
2014-06-28,Cotia,47,2,0,1,7,78258
2014-06-28,Rio Grande,92,5,0,2,103,79651
2014-06-28,Rio Claro,100,0,0,4,13,66690
